OBJECTID,businessUnit_name,businessUnit_number,Description,Type,Address,City,County,State,Postal Code,Operation Status,GlobalID,x,y
42675,DIAMOND BAR CA,4762,Neighborhood Market,Retail,1180 S DIAMOND BAR BLVD,DIAMOND BAR,LOS ANGELES,CA,91765-2203,Open,a55d1005-773e-4099-9ecb-f2f17415c334,-13114471.6207,4028953.0871
42676,SAINT MATTHEWS KY,5297,Neighborhood Market,Retail,143 THIERMAN LN,SAINT MATTHEWS,JEFFERSON,KY,40207-5009,Open,d8e4bbd4-0fab-4f73-aa3b-fa3cae972820,-9533869.8466,4615322.9728
42677,CARMICHAEL MADISON CA,5981,Neighborhood Market,Retail,6005 MADISON AVE,CARMICHAEL,SACRAMENTO,CA,95608-0521,Open,1484f9e4-5392-41cc-8f13-f4dd808d2ef0,-13505826.4225,4673456.3649
42678,HEWITT TX,7156,WM Supercenter,Retail,733 SUN VALLEY BLVD,HEWITT,MCLENNAN,TX,76643-3535,Open,2eb9c742-5544-411e-97d1-75f4be577aa1,-10817324.6874,3692924.6061
42679,"SUGAR LAND, TX",4763,Sam's Club,Wholesale,351 HIGHWAY 6,SUGAR LAND,FORT BEND,TX,77478-4933,Open,706983e1-0b58-43bc-9d28-5a18dfb0d867,-10646915.6977,3453841.6847
42680,GASTONIA NC,5298,WM Supercenter,Retail,223 N MYRTLE SCHOOL RD,GASTONIA,GASTON,NC,28052-1257,Open,085c3806-dd78-4d0c-90d4-84ac90b1d21d,-9042091.3944,4199379.1367
42681,SACRAMENTO MARCONI CA,5982,Neighborhood Market,Retail,2700 MARCONI AVE,SACRAMENTO,SACRAMENTO,CA,95821-4914,Open,61ebd321-e96b-4e62-b1fa-231086aa2c64,-13514075.3081,4666964.6356
42682,ROYSE CITY TX,5987,WM Supercenter,Retail,494 W INTERSTATE 30,ROYSE CITY,ROCKWALL,TX,75189-7527,Open,60214314-da06-4e92-9823-9b478c4cfe45,-10724801.0474,3890642.2366
42683,ORLANDO BALDWIN FL,5988,Neighborhood Market,Retail,2271 N SEMORAN BLVD,ORLANDO,ORANGE,FL,32807-3707,Open,5545f11b-3c8f-4722-8e0c-5b73db03fe84,-9051233.1736,3321833.453
42684,WICHITA AMIDON KS,5990,Neighborhood Market,Retail,2111 N AMIDON AVE,WICHITA,SEDGWICK,KS,67203-2116,Open,8f10ccbd-1f1a-424d-99e8-54a5c797adac,-10838600.4025,4540177.3085
42685,WICHITA SENECA KS,5991,Neighborhood Market,Retail,3137 S SENECA ST,WICHITA,SEDGWICK,KS,67207-3254,Open,ce7a2a3f-fd38-4787-9eaa-3c0d09afd37e,-10837434.7761,4528414.645
42686,LAKEVILLE MN,5992,WM Supercenter,Retail,20710 KEOKUK AVE,LAKEVILLE,DAKOTA,MN,55044-6620,Open,5ff5cf64-6828-4785-b210-1882e544a858,-10385788.3362,5566641.9366
42687,BEAVERTON CORNELL OR,5993,Neighborhood Market,Retail,17275 NW CORNELL RD,BEAVERTON,WASHINGTON,OR,97006-3297,Open,9566160b-2b08-434f-afb9-d3590c98c747,-13675898.1141,5706216.1599
42688,WEST LINN OR,5994,Neighborhood Market,Retail,19133 WILLAMETTE DR,WEST LINN,CLACKAMAS,OR,97068-2019,Open,af5999f3-a22d-4b2e-8973-3eb7c6d5d073,-13652435.639,5682558.2943
42689,ESCONDIDO CA,5996,Wal-Mart,Retail,1330 E GRAND AVE,ESCONDIDO,SAN DIEGO,CA,92027-3019,Open,79de03ef-a731-495f-9e50-32e53d687842,-13031390.9904,3912590.2403
42690,HW CENTRAL FILL ORLANDO FL,5997,WM On Campus/RX Facilities,Retail,9600 PARKSOUTH COURT,ORLANDO,ORANGE,FL,32837-0000,Open,3db3f101-ee68-49ce-a402-ad9c2ab9d00a,-9062967.9178,3303053.7625
42757,WYLIE MCMILLIAN TX,6078,Neighborhood Market,Retail,1400 MCCREARY ROAD,WYLIE,COLLIN,TX,75098-0000,Open,34c7d803-eebf-4cd9-970d-fd4695dea521,-10752737.1189,3899861.1854
42775,MCALLEN E TX,6098,Neighborhood Market,Retail,800 EAST NOLANA AVE,MCALLEN,HIDALGO,TX,78501-0000,Open,bb0a5eb3-c094-481c-b271-94b8493f7dac,-10932169.1099,3028345.2491
42784,ORLANDO LANDSTAR FL,6149,Neighborhood Market,Retail,13801 LANDSTAR BLVD,ORLANDO,ORANGE,FL,32824-5525,Open,0f0ae970-e5fb-4609-ab72-fe4071f58d56,-9057484.431,3295198.0124
42788,WESLACO TX,6159,Neighborhood Market,Retail,1600 S TEXAS BLVD,WESLACO,HIDALGO,TX,78596-0000,Open,5311c202-5ae5-4420-8ef6-4cbb1b36a284,-10908372.8989,3016683.3718
42789,GULFPORT PASS RD MS,6165,Neighborhood Market,Retail,1733 E PASS RD,GULFPORT,HARRISON,MS,39507-3529,Open,216fd790-2cc9-457b-a257-dacc8e3624d7,-9909598.9541,3554991.3178
42790,DIBERVILLE MS,6166,Neighborhood Market,Retail,10290 D'IBERVILLE RD,DIBERVILLE,HARRISON,MS,39540-0000,Open,c19ce46a-9657-4d85-a365-e9cb513cba37,-9895378.8911,3559834.8298
42791,TULSA HARVARD OK,6170,Neighborhood Market,Retail,3139 S HARVARD AVE E,TULSA,TULSA,OK,74135-0000,Open,58d97a80-7c91-4af7-b92a-aa604561abe0,-10679839.9956,4316804.1528
42792,KANSAS CITY ARGENTINE KS,6172,Neighborhood Market,Retail,2300 METROPOLITAN AVENUE,KANSAS CITY,WYANDOTTE,KS,66106-0000,Open,8dd76809-1ad8-48bc-8651-505328b5ee35,-10537052.4885,4732378.9394
42793,ROBERTSDALE AL,6173,WM Supercenter,Retail,21141 STATE HIGHWAY 59,ROBERTSDALE,BALDWIN,AL,36567-6740,Open,b6124b6f-3352-4646-9f3e-1f839b9e74b7,-9763953.7644,3572129.5396
42794,SUMMERVILLE BACONS BRIDGE SC,6174,Neighborhood Market,Retail,10635 DORCHESTER RD,SUMMERVILLE,DORCHESTER,SC,29485-7610,Open,593cd410-3c90-43c2-95ca-8fe6c50efae4,-8928227.808,3890966.7775
42795,GREENSBORO QUAKER VILLAGE NC,6176,Neighborhood Market,Retail,5611 W FRIENDLY AVE,GREENSBORO,GUILFORD,NC,27410-4213,Open,4ccfc14d-6494-459e-ac4d-939ee31df85d,-8892897.3393,4312696.9917
42796,PAPILLION NE,6181,Sam's Club,Wholesale,9851 S. 71ST PLAZA,PAPILLION,SARPY,NE,68133-0000,Open,04be5a17-f760-4424-800f-5993e730cf24,-10688951.9412,5036436.5606
42800,AUSTIN LAKELINE TX,6188,Sam's Club,Wholesale,10901 LAKELINE MALL DR,AUSTIN,WILLIAMSON,TX,78717-0000,Open,e9a80f61-4051-4856-8683-04e313911d10,-10886479.4721,3564481.5553
42801,APOPKA FL,6189,Sam's Club,Wholesale,1500 S. ORANGE BLOSSOM TRAIL,APOPKA,ORANGE,FL,32703-0000,Open,6e8ab843-ffd5-40b1-9bb4-d5bcf8a24575,-9069412.2031,3331673.0178
42802,LABELLE FL,6190,WM Supercenter,Retail,1951 W HICKPOCHEE AVE,LABELLE,HENDRY,FL,33935-0000,Open,d2e8e330-44a5-4116-8f86-470565fc94a9,-9069052.7524,3090769.4163
42805,"KINGSTON, NY",6201,Sam's Club,Wholesale,801 FRANK SOTTILE BLVD,KINGSTON,ULSTER,NY,12401-1554,Open,5044e5d3-f193-4387-90c7-05ca35e85f3e,-8235773.4871,5156593.5523
42806,"LUFKIN, TX",6202,Sam's Club,Wholesale,407 N BRENTWOOD,LUFKIN,ANGELINA,TX,75904-7126,Open,e293c4aa-849b-4310-8164-9f177e131d75,-10545522.0093,3671982.2448
42807,"COLUMBIA, SC",6203,Sam's Club,Wholesale,350 HARBISON BLVD,COLUMBIA,RICHLAND,SC,29212-2248,Open,3eb3bfdb-9aff-4296-8b12-ac8e46d95e6e,-9033632.8942,4038435.6682
42808,"VALDOSTA, GA",6204,Sam's Club,Wholesale,450 NORMAN DR,VALDOSTA,LOWNDES,GA,31601-7708,Open,9b898be7-9059-4f26-95b6-5ad02c14cf7a,-9275225.021,3610505.3907
42809,"YUMA, AZ",6205,Sam's Club,Wholesale,1462 S PACIFIC AVE,YUMA,YUMA,AZ,85365-1733,Open,0a862d80-8e60-4496-b746-7485d7a38fa4,-12757229.7862,3855767.5026
42810,SPRING HILL FL,6207,Neighborhood Market,Retail,14344 SPRING HILL DR,SPRING HILL,HERNANDO,FL,34609-8101,Open,8a560f94-0008-4e80-adf7-ce8a567db647,-9182277.4763,3309214.2274
42813,"ORLANDO, FL",6212,Sam's Club,Wholesale,7701 E COLONIAL DR,ORLANDO,ORANGE,FL,32807-8421,Open,0e390010-30eb-4086-895b-577f09874bbf,-9048433.4884,3320992.0366
42814,"CHANDLER, AZ",6213,Sam's Club,Wholesale,700 N 54TH ST,CHANDLER,MARICOPA,AZ,85226-1502,Open,ee022906-4e9b-4e13-a81a-0662aaf248a5,-12464540.6774,3937201.0301
42815,CAFI,6214,Sam's Club,Wholesale,2101 SE SIMPLE SAVINGS DR,BENTONVILLE,BENTON,AR,72712-4304,Open,5927cdd4-b0dc-4fc5-a20b-43630caf51a3,-10484760.9369,4348324.8357
42816,"WINTERVILLE, NC",6216,Sam's Club,Wholesale,4240 WINTERVILLE PKWY,WINTERVILLE,PITT,NC,28590-0000,Open,3d1f9710-9363-4eec-ba8f-69fa2900adec,-8616922.6293,4238322.903
42817,"MIAMI, FL",6217,Sam's Club,Wholesale,8425 NW 13TH TERRACE,MIAMI,MIAMI-DADE,FL,33126-0000,Open,46ee8701-d068-4cca-8c22-21cac365b8ba,-8942646.799,2972695.868
42818,"OCOEE, FL",6218,Sam's Club,Wholesale,7810 W COLONIAL DR,ORLANDO,ORANGE,FL,32818-6674,Open,145df745-d105-4912-b186-8fb037c5158c,-9071321.8889,3318471.2743
42819,"COLORADO SPRINGS, CO",6219,Sam's Club,Wholesale,1850 E WOODMEN RD,COLORADO SPRINGS,EL PASO,CO,80920-3326,Open,ee825da2-c876-4506-916b-9caf3b3343be,-11665312.0405,4712184.9785
42820,"SLIDELL, LA",6220,Sam's Club,Wholesale,181 NORTHSHORE BLVD,SLIDELL,ST. TAMMANY,LA,70460-6821,Open,e12f8bb1-616a-4167-b852-68785ad908bc,-9999705.848,3543494.7018
42822,"MAYAGUEZ, PR",6225,Sam's Club,Wholesale,WESTERN PLZA CARR. 2 KM,MAYAGUEZ,MAYAGUEZ,PR,00680-0000,Open,9cbf2dc5-7bd6-47aa-a20f-52ff6cf05a43,-7476628.9951,2066046.2484
42823,VIRGINIA BEACH CENTERVILLE VA,6226,Neighborhood Market,Retail,1832 KEMPSVILLE ROAD,VIRGINIA BEACH,VIRGINIA BEACH CITY,VA,23464-0000,Open,c5069679-4c88-493c-8b13-3da4e0124e79,-8481353.5233,4408564.4942
42824,"VERNON HILLS, IL",6228,Sam's Club,Wholesale,335 N MILWAUKEE AVE,VERNON HILLS,LAKE,IL,60061-1561,Open,786484bf-961f-4ef7-b2f3-07aafa3df283,-9789353.31,5195800.3315
42828,CHARLOTTE TRYON NC,6233,Neighborhood Market,Retail,11530 N TRYON ST,CHARLOTTE,MECKLENBURG,NC,28262-0459,Open,0f09972a-95e9-4a34-b712-86291d159f43,-8984874.0667,4209383.6148
42829,"SAN DIEGO(E),CA",6235,Sam's Club,Wholesale,6336 COLLEGE GROVE WAY,SAN DIEGO,SAN DIEGO,CA,92115-7244,Open,f189cff0-2fce-426c-a2ea-eb81121ce067,-13030595.056,3860790.2125
42830,Rock Hill SC,6236,Sam's Club,Wholesale,2474 CROSS POINTE DRIVE,ROCK HILL,YORK,SC,29730-8185,Open,84ee1ae1-c708-46f4-ad29-3a014c02bba8,-9012253.5407,4155545.8243
42831,Owasso OK,6238,Sam's Club,Wholesale,12905 EAST 96TH STREET NORTH,OWASSO,TULSA,OK,74055-0000,Open,3961df43-b2cf-4fa5-bb40-89c8b7527cdf,-10667460.3777,4341361.8586
42832,"TIMONIOUM, MD",6239,Sam's Club,Wholesale,15 TEXAS STATION CT,TIMONIUM,BALTIMORE,MD,21093-8263,Open,d34b9a32-aa95-4651-859c-78cdd6d27296,-8531212.2987,4787536.9586
42833,"GLENDORA, CA",6240,Sam's Club,Wholesale,1301 S LONE HILL AVE,GLENDORA,LOS ANGELES,CA,91740-5348,Open,ef9bade7-a21b-4201-9417-b3ae6619ccf4,-13117144.7356,4044208.6078
42834,"DUBLIN, OH",6242,Sam's Club,Wholesale,5870 SAWMILL RD,DUBLIN,FRANKLIN,OH,43017-1589,Open,00f26a0d-193d-40ff-b5a0-0b9ece754031,-9249326.9867,4878528.6362
42835,CLEMMONS NC,6243,Neighborhood Market,Retail,3633 CLEMMONS RD,CLEMMONS,FORSYTH,NC,27012-8725,Open,019e5fb0-08f0-4958-a1aa-7ec77c833d73,-8947852.5436,4303495.9094
42836,"FORT WORTH, TX",6244,Sam's Club,Wholesale,8351 ANDERSON BLVD,FORT WORTH,TARRANT,TX,76120-3625,Open,b74fd832-bd57-4fda-b7b9-f07e231fb29d,-10817093.1429,3864056.6509
42837,Harker Heights TX,6245,Sam's Club,Wholesale,600 W CENTRAL TEXAS EXPRESSWAY,HARKER HEIGHTS,BELL,TX,76548-0000,Open,7b887daf-f260-4923-8fb8-03f95f9779b6,-10873637.6556,3641931.8227
42838,EL PASO TX,6246,Sam's Club,Wholesale,9498 GATEWAY NORTH,EL PASO,EL PASO,TX,79924-0000,Open,a58ec343-2df9-40a6-850b-1fbb82d1f0d8,-11848781.1442,3747708.1412
42839,KANSAS CITY LIBERTY MO,6247,Sam's Club,Wholesale,8130 N. CHURCH ROAD,KANSAS CITY,CLAY,MO,64158-0000,Open,579c8bc7-7906-422b-b05c-dbc7df0b9c1d,-10515715.6591,4756184.0853
42840,"FRANKLIN, TN",6249,Sam's Club,Wholesale,3070 MALLORY LN,FRANKLIN,WILLIAMSON,TN,37067-8304,Open,3d042911-fd45-41a3-8ccd-4a8d2d2e0585,-9664546.5723,4292733.1047
42841,"WASHINGTON, PA",6251,Sam's Club,Wholesale,80 TRINITY POINT DR,WASHINGTON,WASHINGTON,PA,15301-2974,Open,8fc635de-0d84-4d40-a4fb-1b292ff8b997,-8929790.2883,4892840.2125
42842,"CHESTERFIELD, MO",6252,Sam's Club,Wholesale,196 THF BLVD,CHESTERFIELD,ST. LOUIS,MO,63005-1141,Open,87cdf34a-0a1c-44b3-a404-41870e04284a,-10085210.2376,4673907.305
42844,"MAPLE GROVE, MN",6254,Sam's Club,Wholesale,16701 94TH AVE N,MAPLE GROVE,HENNEPIN,MN,55311-5448,Open,08cbd9c1-b8fa-40aa-8d01-b794ed83c4c8,-10407687.329,5640901.0996
42845,"PLANO(N),TX",6255,Sam's Club,Wholesale,8621 OHIO DR,PLANO,COLLIN,TX,75024-2264,Open,3ea8dd47-a48b-4ed0-8bc9-e964c1a81dd1,-10775722.9239,3907959.0911
42846,"MEMPHIS (S), TN",6256,Sam's Club,Wholesale,7475 WINCHESTER RD,MEMPHIS,SHELBY,TN,38125-2202,Open,8cb0c3cb-03aa-4250-bbca-a3bf18ec7563,-9997996.7599,4170491.8681
42847,"LAS VEGAS(C),NV",6257,Sam's Club,Wholesale,8080 W TROPICAL PKWY,LAS VEGAS,CLARK,NV,89149-4529,Open,92831aad-2e4c-4da3-8a73-0bba6d35ce64,-12831909.5798,4338278.5418
42848,"ROUND ROCK, TX",6259,Sam's Club,Wholesale,130 SUNDANCE PKWY STE 300,ROUND ROCK,WILLIAMSON,TX,78681-7935,Open,59c409dd-2f96-4c2b-837b-d51e2ee82994,-10873793.8368,3566105.5956
42849,"BARTLETT, TN",6260,Sam's Club,Wholesale,8480 HWY 64,BARTLETT,SHELBY,TN,38133-4187,Open,941a89ef-22de-46a0-878b-1c5a5c345e85,-9994325.9997,4192118.0296
42850,"LAS VEGAS(S),NV",6261,Sam's Club,Wholesale,1910 E SERENE AVE,LAS VEGAS,CLARK,NV,89123-3227,Open,e8a9e312-923f-4cbb-838a-6dd279b26427,-12815834.3774,4303873.4486
42851,"SAN ANTONIO (NNW), TX",6262,Sam's Club,Wholesale,5565 DE ZAVALA RD,SAN ANTONIO,BEXAR,TX,78249-1735,Open,ca6ede25-ae75-45eb-8d79-0dbe5981c2ca,-10975680.5593,3447978.7432
42852,WINSTON SALEM UNIVERSITY NC,6263,Neighborhood Market,Retail,5039 UNIVERSITY PKWY,WINSTON SALEM,FORSYTH,NC,27106-0000,Open,9d5bbacf-1c60-476b-82e8-8c5d120f5979,-8936378.3984,4322756.1714
42853,WINSTON SALEM NC,6264,Neighborhood Market,Retail,180 HARVEY ST,WINSTON SALEM,FORSYTH,NC,27103-1748,Open,2145e85e-f80a-4250-ae44-9d8686f7db44,-8938308.4558,4312496.2892
42854,"IRVING (N), TX",6265,Sam's Club,Wholesale,1213 MARKET PLACE BLVD,IRVING,DALLAS,TX,75063-7235,Open,9bdefcfa-b014-40a1-909f-f069d0a0beb6,-10793793.6395,3884695.016
42855,EDMOND OK,6267,Sam's Club,Wholesale,1117 WEST I-35 FRONTAGE ROAD,EDMOND,OKLAHOMA,OK,73034-0000,Open,e65b45a4-9f04-4215-bf40-568c79c1380c,-10845669.4128,4251521.7297
42856,HARLINGEN TX,6269,Sam's Club,Wholesale,621 N EXPRESSWAY 77,HARLINGEN,CAMERON,TX,78550-0000,Open,d99aeaa8-3588-46b5-bda5-7bc2562da432,-10878428.2899,3023500.2702
42857,"HATILLO, PUERTO RICO",6270,Sam's Club,Wholesale,CARR #2 KM 84.2,HATILLO,HATILLO,PR,00659-0000,Open,93329dd6-fcc1-45ab-a1d7-bf40fbe9eca7,-7435089.6818,2094611.3345
42859,WICHITA KS,6275,Sam's Club,Wholesale,3084 N. MAIZE ROAD,WICHITA,SEDGWICK,KS,67205-0000,Open,d1d8a489-da28-4a24-a66a-192558dcfb6b,-10849198.1293,4542718.1472
42864,KILLEEN SW TX,6286,WM Supercenter,Retail,3404 WEST STAN SCHLUETER LOOP,KILLEEN,BELL,TX,76549-0000,Open,a15daf86-9f5f-4685-a1da-f60b988eb890,-10885641.125,3643562.4771
42872,PROSPER TX,6300,WM Supercenter,Retail,500 RICHLAND BLVD,PROSPER,COLLIN,TX,75078-7275,Open,41955050-fe54-4cd0-85e9-084fe41c4f05,-10775357.6847,3924551.2715
42873,"OAKWOOD VILLAGE, OH",6302,Sam's Club,Wholesale,23300 BROADWAY AVE,OAKWOOD VILLAGE,CUYAHOGA,OH,44146-6016,Open,e1868915-47bb-41de-adcc-f16d61c0ab6e,-9073924.65,5066503.0547
42874,"INDIANAPOLIS, IN",6304,Sam's Club,Wholesale,5805 ROCKVILLE RD,INDIANAPOLIS,MARION,IN,46224-9120,Open,a4773ad3-7168-45cb-9984-cf32a2f16319,-9602760.5814,4831454.8898
42875,"BROOKLYN, OH",6305,Sam's Club,Wholesale,10250 BROOKPARK RD,BROOKLYN,CUYAHOGA,OH,44130-1106,Open,0e65d1ee-5457-4c2b-8d1e-e718ae18518d,-9101149.5012,5074585.8021
42876,"COLUMBUS(N),OH",6307,Sam's Club,Wholesale,3950 MORSE RD,COLUMBUS,FRANKLIN,OH,43219-3016,Open,fb51a815-9e6f-4fd8-a3a0-b5df968d7c2d,-9229647.4819,4874727.4013
42877,"COLUMBUS(W),OH",6308,Sam's Club,Wholesale,1755 HILLIARD ROME RD EAST,COLUMBUS,FRANKLIN,OH,43228-0000,Open,6777b52f-a329-4ecc-8c9e-e8361cedb800,-9256633.8868,4864051.0101
42878,"WHITE BEAR LAKE, MN",6309,Sam's Club,Wholesale,1850 BUERKLE RD,WHITE BEAR LAKE,RAMSEY,MN,55110-5245,Open,739c390e-6736-48df-b71e-9124d76ccadf,-10355263.9752,5627585.9788
42879,"FRIDLEY, MN",6310,Sam's Club,Wholesale,8150 UNIVERSITY AVE NE,FRIDLEY,ANOKA,MN,55432-1864,Open,0e48a592-7c32-47f0-90ff-afe20bc9771d,-10382518.1035,5639809.5656
42880,"SHAKOPEE, MN",6311,Sam's Club,Wholesale,8201 OLD CARRIAGE CT,SHAKOPEE,SCOTT,MN,55379-3154,Open,cc7f2473-75ba-40d4-966e-de1bf048521a,-10399190.3123,5587169.8106
42881,"WOODBURY, MN",6312,Sam's Club,Wholesale,9925 HUDSON ROAD,WOODBURY,WASHINGTON,MN,55125-0000,Open,6deab3e0-5128-47b5-b878-5de2d74fdc37,-10342392.1025,5612527.141
42882,"FT. WAYNE, IN",6313,Sam's Club,Wholesale,6736 LIMA RD,FORT WAYNE,ALLEN,IN,46818-1118,Open,26c3d140-6b26-484f-b047-d2e6d731f3fa,-9480053.4406,5033268.3017
42883,"ELYRIA, OH",6314,Sam's Club,Wholesale,5225 COBBLESTONE RD,SHEFFIELD VILLAGE,LORAIN,OH,44035-1489,Open,71e59639-d53e-448b-b459-5322e6861419,-9137261.7667,5074783.5411
42884,"MISHAWAKA, IN",6315,Sam's Club,Wholesale,120 INDIAN RIDGE BLVD,MISHAWAKA,ST. JOSEPH,IN,46545-9033,Open,983392fc-e93e-4490-b207-df590cad623e,-9593425.4402,5118380.882
42885,"NORTH CANTON, OH",6317,Sam's Club,Wholesale,4790 PORTAGE ST NW,CANTON,STARK,OH,44720-7245,Open,8d3b0e8e-607d-4a2a-a339-aa058c6e9d7d,-9065564.1109,4994365.5201
42886,"KENTWOOD, MI",6319,Sam's Club,Wholesale,4326 28TH ST SE,KENTWOOD,KENT,MI,49512-1908,Open,9ecae165-ea76-40af-816e-6b1ec6bb947e,-9524552.5165,5298455.7585
42887,"HERMANTOWN, MN",6320,Sam's Club,Wholesale,4743 MAPLE GROVE RD,HERMANTOWN,ST. LOUIS,MN,55811-3920,Open,b0619f7f-16ce-4636-b8db-bf255d4ac3c2,-10261339.0454,5911052.2716
42888,"APPLETON, WI",6321,Sam's Club,Wholesale,1000 N WESTHILL BLVD,APPLETON,OUTAGAMIE,WI,54914-5792,Open,7acde7e6-4f3c-465f-8089-f4d4dcb25e4d,-9847205.938,5507619.6232
42889,"BOARDMAN, OH",6322,Sam's Club,Wholesale,6361 SOUTH AVE,BOARDMAN,MAHONING,OH,44512-3619,Open,cb154538-719e-43b6-9711-7a2776cf2e30,-8976077.8232,5017405.765
42890,GULFPORT ORANGE GROVE MS,6323,Neighborhood Market,Retail,11333 HIGHWAY 49,GULFPORT,HARRISON,MS,39503-3130,Open,f9d25ffc-c48c-49e7-8318-ef330e806241,-9918736.0579,3561705.9432
42891,"MILWAUKEE(N),WI",6324,Sam's Club,Wholesale,8050 N 124TH STREET,MILWAUKEE,MILWAUKEE,WI,53224-4200,Open,7291a007-c8da-44fd-882d-d59e03a3a1fa,-9803171.5097,5337172.0854
42892,"GREENWOOD, IN",6325,Sam's Club,Wholesale,1101 WINDHORST WAY,GREENWOOD,JOHNSON,IN,46143-9067,Open,c438f5da-63dc-46bd-a6e0-c0fbc5851f82,-9582431.082,4810502.5666
42893,"REYNOLDSBURG, OH",6326,Sam's Club,Wholesale,2675 TAYLOR ROAD EXT,REYNOLDSBURG,FAIRFIELD,OH,43068-9543,Open,075097e7-43f4-4a25-bc34-3cdde3682bba,-9215249.085,4856987.3645
42894,"WARREN,OH",6327,Sam's Club,Wholesale,1040 NILES CORTLAND RD SE,WARREN,TRUMBULL,OH,44484-2539,Open,5a53aa8c-16d7-471e-9598-47c730f81f11,-8988534.3629,5045755.5896
42895,"CICERO, IL",6328,Sam's Club,Wholesale,2601 S CICERO AVE,CICERO,COOK,IL,60804-3644,Open,9e52b352-ba7b-49f7-9b3e-fe8bb7da9ebf,-9767322.2922,5137490.0925
42896,"TUPELO, MS",6329,Sam's Club,Wholesale,3833 N GLOSTER ST,TUPELO,LEE,MS,38804-0914,Open,8d673e0e-a8db-45f1-9163-ddc108c44aae,-9875145.0151,4069942.361
42897,"DOVER, DE",6330,Sam's Club,Wholesale,1572 N DUPONT HWY,DOVER,KENT,DE,19901-2215,Open,5e6852e5-4c68-4ceb-b671-ead1acc54a10,-8410559.0026,4749332.7296
42898,"KENOSHA, WI",6331,Sam's Club,Wholesale,3300 BRUMBACK BLVD,KENOSHA,RACINE,WI,53144-4815,Open,97d1f2c0-a327-4521-9380-ad0347ea04e2,-9783209.0307,5252456.8567
42899,"PHILADELPHIA, PA",6332,Sam's Club,Wholesale,1000 FRANKLIN MILLS CIR,PHILADELPHIA,PHILADELPHIA,PA,19154-3115,Open,e3a768b0-0e40-4411-abe3-55c9098b94f6,-8344347.394,4879457.7093
42900,"BANGOR, ME",6333,Sam's Club,Wholesale,47 HASKELL RD,BANGOR,PENOBSCOT,ME,04401-4229,Open,85523a00-8d2b-4951-9496-847a11379727,-7651859.5659,5594733.2256
42901,"DECATUR, IL",6334,Sam's Club,Wholesale,4334 N PROSPECT ST,DECATUR,MACON,IL,62526-6109,Open,26827dbf-36a6-4e5d-b2c2-e8dd07787f3b,-9902018.3195,4851725.3199
42902,"OCALA, FL",6335,Sam's Club,Wholesale,3921 SW COLLEGE RD,OCALA,MARION,FL,34474-5713,Open,ed9c22df-9f79-4dd0-ac33-8e43018b8ae7,-9149366.2028,3394554.7604
42903,"TEMPLE, TX",6336,Sam's Club,Wholesale,1414 MARLANDWOOD RD,TEMPLE,BELL,TX,76502-3309,Open,a277a8bd-d105-4640-98f6-5cff6ac1a72f,-10838913.4329,3641148.8055
42904,"COLLEGE STATION, TX",6338,Sam's Club,Wholesale,1405 EARL RUDDER FWY S,COLLEGE STATION,BRAZOS,TX,77845-6033,Open,a08f4c9a-92f2-4b69-91ae-112930242a2c,-10720239.9539,3585383.9438
42905,"CRYSTAL LAKE, IL",6339,Sam's Club,Wholesale,5670 NORTHWEST HWY,CRYSTAL LAKE,MCHENRY,IL,60014-8017,Open,a110dfba-31eb-4d7a-a7b4-3acbee1e0dfc,-9830421.8531,5195271.8849
42907,"SUNRISE, FL",6341,Sam's Club,Wholesale,13550 W SUNRISE BLVD,SUNRISE,BROWARD,FL,33323-3902,Open,eff69259-9a84-43ea-94cd-edbb7908234a,-8942139.2934,3017048.5699
42908,"TULSA (E), OK",6342,Sam's Club,Wholesale,6922 S MINGO RD,TULSA,TULSA,OK,74133-3216,Open,1697ab27-3eb5-4f28-8eac-4e8d7f9b4e4b,-10672420.3289,4309224.2739
42909,"RICHMOND(NW),VA",6343,Sam's Club,Wholesale,9440 W BROAD ST,RICHMOND,RICHMOND,VA,23294-5330,Open,4dd6df79-9371-4240-a84e-c2badb56a882,-8633192.5295,4528734.4589
42910,"WINDSOR HEIGHTS, IA",6344,Sam's Club,Wholesale,1101 73RD ST,DES MOINES,POLK,IA,50324-1313,Open,69c3dc15-797b-41cb-a0e7-54a8a47c2ce8,-10432189.7508,5101018.2987
42911,"IDAHO FALLS, ID",6345,Sam's Club,Wholesale,700 E 17TH ST,IDAHO FALLS,BONNEVILLE,ID,83404-6152,Open,e1f2fd8a-cdf4-4af0-b7ef-ab44efbfa5f9,-12470029.2849,5385257.277
42912,"FARMINGTON, NM",6347,Sam's Club,Wholesale,4500 E MAIN ST,FARMINGTON,SAN JUAN,NM,87402-8665,Open,0bf202a2-95d0-46cc-8a46-a8cfbf40b09e,-12039619.1529,4406650.3981
42913,"PINEVILLE, NC",6348,Sam's Club,Wholesale,11425 CAROLINA PLACE PKWY,PINEVILLE,MECKLENBURG,NC,28134-8816,Open,65011f2b-6600-4f8a-aa73-16ccca876712,-9002839.9193,4174440.3865
42914,"EVERGREEN PARK, IL",6349,Sam's Club,Wholesale,9400 SOUTHWESTERN AVE,EVERGREEN PARK,COOK,IL,60805-2509,Open,996624f6-e844-4263-b37c-434d7e8438a4,-9761072.1481,5119581.5952
